,Links,Title,Details,Price,Ratings
74,https://www.airbnb.co.in/rooms/723821923901285160?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_xKg5sSPpa0%2FQT%2B62&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Rinnku,", ",4.85 (20)
75,https://www.airbnb.co.in/rooms/30665391?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_%2FtQ1r4J9mg5LyynC&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Kumar,", ",4.82 (45)
76,https://www.airbnb.co.in/rooms/53909640?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_%2Bz%2BOUs%2BYJio0oyoM&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Flat in Mumbai,1 bed,"₹6,017 per night",4.8 (10)
77,https://www.airbnb.co.in/rooms/828898041259209622?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_rygInj7ohgANI8la&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Carenetics Store,"₹2,237 per night",4.8 (5)
78,https://www.airbnb.co.in/rooms/623125609219615904?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_z6kQ3g3NrODJ50x%2F&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Flat in Navi Mumbai,1 bed,"₹3,746 per night",5.0 (7)
79,https://www.airbnb.co.in/rooms/802763206660725024?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_DK0%2BVp3IyZSPfmpT&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Manisha,"₹2,847 per night, originally ₹3,337",5.0 (8)
80,https://www.airbnb.co.in/rooms/925134961589308882?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_rWnHFpDJw6UsxhfZ&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Hotel in Mumbai,1 bed,"₹2,100 per night, originally ₹2,560",New
81,https://www.airbnb.co.in/rooms/819526209833056101?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_CWbW5YyyvFZiNb7B&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Shubh,", ",5.0 (6)
82,https://www.airbnb.co.in/rooms/687507663236916603?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_x%2BR8AsuEJ%2BNCqbK%2F&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Holiday home in Mapgaon,2 king beds,"₹3,652 per night, originally ₹6,047",4.95 (80)
83,https://www.airbnb.co.in/rooms/901122609829360505?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_Qrx9d5R6qOnqSSBR&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Aditi,", ",5.0 (3)
84,https://www.airbnb.co.in/rooms/44110985?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_S7GOK84sCrk0B0xd&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Shared room in Mumbai,4 bunk beds,₹999 per night,4.86 (29)
85,https://www.airbnb.co.in/rooms/833207634487407702?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_ebzjmnsbdMmQEESU&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Hotel in Alibag,1 bed,"₹2,281 per night",5.0 (10)
86,https://www.airbnb.co.in/rooms/835486999767748065?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579150_UrkTFQhbwWwEveof&previous_page_section_name=1000&federated_search_id=6004394c-579d-4748-a0fa-3d33e2238ea7,Room in Mumbai,Stay with Shantanu,", ",4.7 (10)
87,https://www.airbnb.co.in/rooms/41851018?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_9F8toZA9OUPc%2Foc3&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Apartment in Mumbai,3 beds,"₹15,977 per night",4.3 (20)
88,https://www.airbnb.co.in/rooms/769411349978350709?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_0%2FOuBC2KHFR2cASO&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Room in Mumbai,Stay with Shahid,", ",4.64 (11)
89,https://www.airbnb.co.in/rooms/835486999767748065?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_0Y6C7jysL28reGF%2F&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Room in Mumbai,Stay with Shantanu,", ",4.7 (10)
90,https://www.airbnb.co.in/rooms/918356739055606371?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_z2798M2DFPk%2B5hkF&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Flat in Mumbai,2 beds,"₹4,646 per night, originally ₹5,646",New
91,https://www.airbnb.co.in/rooms/650616312176923698?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_tFwtL9bVsATAuBm7&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Room in Mumbai,Stay with Anshu,"₹2,807 per night",4.97 (35)
92,https://www.airbnb.co.in/rooms/44110824?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_wbChHDCh3jqP3W6a&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Shared room in Mumbai,4 bunk beds,₹999 per night,4.8 (10)
93,https://www.airbnb.co.in/rooms/927084798011765093?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_wNm6s0tW7oRzev6Y&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Flat in Mumbai,2 beds,"₹5,349 per night",New
94,https://www.airbnb.co.in/rooms/47839333?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_P4NIeA0drwfzM1tQ&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Room in Mumbai,Stay with Rishabh,", ",4.88 (42)
95,https://www.airbnb.co.in/rooms/828898041259209622?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_aBl3cWkb77NZWyeE&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Room in Mumbai,Stay with Carenetics Store,"₹2,237 per night",4.8 (5)
96,https://www.airbnb.co.in/rooms/46779911?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_ZQeXIlJl4%2FSR6fc9&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Room in Mumbai,Stay with Vipul,", ",4.94 (31)
97,https://www.airbnb.co.in/rooms/917247199556529201?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_tYQmPlcdlxLJ6Rnw&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Hotel in Mumbai,1 bed,"₹3,013 per night, originally ₹3,673",New
98,https://www.airbnb.co.in/rooms/919229403763302439?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_5IAj0dF4jU81DQ%2FD&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Flat in Mumbai,2 beds,"₹4,636 per night, originally ₹5,636",New
99,https://www.airbnb.co.in/rooms/926704233991983660?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_2zXO4Y8U%2B09GbE4j&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Place to stay in Mumbai,1 bed,"₹2,847 per night",New
100,https://www.airbnb.co.in/rooms/627972359878145527?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_%2F6q3HjKRw98iLBxw&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Flat in Navi Mumbai,1 bed,"₹3,410 per night",4.83 (6)
101,https://www.airbnb.co.in/rooms/925134961589308882?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_vUKlRafinDPMCdTZ&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Hotel in Mumbai,1 bed,"₹2,100 per night, originally ₹2,560",New
102,https://www.airbnb.co.in/rooms/896674856200752828?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579151_hsMtCBrjiNhOJXGN&previous_page_section_name=1000&federated_search_id=a58b5a44-2192-4c31-a984-02f7ebdd6457,Flat in Mumbai,2 beds,"₹9,147 per night",5.0 (3)
103,https://www.airbnb.co.in/rooms/888373428639769525?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_0L7ILdgb%2BCHZ4nhJ&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Flat in Mumbai,1 bed,"₹4,518 per night",4.67 (3)
104,https://www.airbnb.co.in/rooms/38893127?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_p80bCfxBvQjskezE&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Guest suite in Mumbai,2 beds,"₹2,603 per night",4.67 (18)
105,https://www.airbnb.co.in/rooms/927084798011765093?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_mnQwt9FXCkDygCKV&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Flat in Mumbai,2 beds,"₹5,349 per night",New
106,https://www.airbnb.co.in/rooms/919473140376516754?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_Fl4aWllWJ8s3KPUF&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Room in Mumbai,Stay with Afreen,", ",New
107,https://www.airbnb.co.in/rooms/927571961781103713?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_6APmL1EaTCp1A%2BPL&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Shared room in Mumbai,33 beds,"₹750 per night, originally ₹914",New
108,https://www.airbnb.co.in/rooms/927981663177999028?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_27ifMOtYjjoNX0yH&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Hotel in Mumbai,1 bed,"₹2,283 per night, originally ₹2,783",New
109,https://www.airbnb.co.in/rooms/927278179590501177?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_AjWzc%2BboMjfGFUZ%2B&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Flat in Mumbai,1 bed,"₹5,934 per night, originally ₹7,234",New
110,https://www.airbnb.co.in/rooms/810653146644864184?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_BNWg8gxveCJ3iytR&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Bed and breakfast in Mumbai,1 bed,"₹1,301 per night",2.67 (3)
111,https://www.airbnb.co.in/rooms/30429405?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_cmdsgWt5JOVxwFCW&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Apartment in Mumbai,3 beds,"₹9,841 per night",4.92 (50)
112,https://www.airbnb.co.in/rooms/645438661271033336?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_xOIBOOm8dduaV6Ft&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Apartment in Thane,1 bed,"₹2,168 per night",4.38 (26)
113,https://www.airbnb.co.in/rooms/899864502501905542?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_na0o3ZetHsZJu3wa&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Room in Mumbai,Stay with Nida,"₹2,643 per night",New
114,https://www.airbnb.co.in/rooms/918706921699765908?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_1fKsI0c4GjpcOVK9&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Hotel in Mumbai,1 bed,"₹2,009 per night, originally ₹2,449",New
115,https://www.airbnb.co.in/rooms/922269713347428570?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_XKeVB%2FHHXHJuYNwz&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Hotel in Mumbai,1 bed,"₹2,556 per night, originally ₹3,116",New
116,https://www.airbnb.co.in/rooms/928004489609919888?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_7DvTq6PpcYFQmklB&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Hotel in Mumbai,1 bed,"₹2,830 per night, originally ₹3,450",New
117,https://www.airbnb.co.in/rooms/922199655272007357?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_CdDoEKnjrmZ8tWNu&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Hotel in Mumbai,1 bed,"₹2,556 per night, originally ₹3,116",New
118,https://www.airbnb.co.in/rooms/621278659480632616?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579153_hqHM7EEqZuWNKjMT&previous_page_section_name=1000&federated_search_id=55392864-006c-445b-bb38-acb3a4e76172,Aparthotel in Mumbai,1 bed,"₹3,230 per night",4.17 (6)
119,https://www.airbnb.co.in/rooms/34431183?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_CvmKG4GDhcvdcUfT&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Place to stay in Mumbai,1 double bed,"₹2,409 per night",4.55 (20)
120,https://www.airbnb.co.in/rooms/917853468353648335?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_VCtlGpKNP8y0P3pJ&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Hotel in Mumbai,1 bed,"₹3,013 per night, originally ₹3,673",New
121,https://www.airbnb.co.in/rooms/833207956321354655?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_FnDv15Pkn3GPZ3vv&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Hotel in Alibag,1 bed,"₹2,281 per night",4.89 (9)
122,https://www.airbnb.co.in/rooms/911294886176033815?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_F6%2BAKnU466Jf%2Bfdp&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Flat in Thane,4 beds,"₹1,946 per night, originally ₹2,372",5.0 (3)
123,https://www.airbnb.co.in/rooms/918706921699765908?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_dSOr7GzZqCvcntgd&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Hotel in Mumbai,1 bed,"₹2,009 per night, originally ₹2,449",New
124,https://www.airbnb.co.in/rooms/712110837273594060?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_I4dMRmYpktlNj9x%2B&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Hotel in Navi Mumbai,1 double bed,"₹1,912 per night",3.86 (22)
125,https://www.airbnb.co.in/rooms/28457325?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_Ol5dBpVypwugBHNO&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Room in Mumbai,Stay with Alka,", ",4.83 (6)
126,https://www.airbnb.co.in/rooms/925936999397693511?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_ssZnQiVCQy489NoS&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Flat in Mumbai,7 beds,"₹6,391 per night, originally ₹7,791",New
127,https://www.airbnb.co.in/rooms/41952960?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_FVsGUnbgKfSFE%2BnL&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Room in Mumbai,Stay with Pranay,", ",4.94 (16)
128,https://www.airbnb.co.in/rooms/886144159053707472?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_5vS8ZglW%2BYJ8RXzo&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Guest house in Mumbai,5 bunk beds,"₹525 per night, originally ₹640",New
129,https://www.airbnb.co.in/rooms/791966470246458097?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_s4w%2BiWOlcylQHIKP&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Flat in Mumbai,4 single beds,"₹9,272 per night",4.63 (8)
130,https://www.airbnb.co.in/rooms/927814443822316586?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_K85J%2BxheOS0scwzi&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Flat in Mumbai,2 beds,"₹6,005 per night, originally ₹7,305",New
131,https://www.airbnb.co.in/rooms/696313142727997445?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_kBMIAC%2FIhPWK3sD%2B&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Apartment in Mumbai,3 beds,"₹11,412 per night",4.71 (14)
132,https://www.airbnb.co.in/rooms/833207634487407702?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_J6Zhm35edDhEKDbr&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Hotel in Alibag,1 bed,"₹2,281 per night",5.0 (10)
133,https://www.airbnb.co.in/rooms/51415963?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_tfxHbQRIeFkU%2BrCm&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Apartment in Alibag,2 beds,"₹3,099 per night, originally ₹3,389",4.9 (79)
134,https://www.airbnb.co.in/rooms/773803250479036217?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579154_4CO8u39LpDUgfs%2Bp&previous_page_section_name=1000&federated_search_id=dce18d58-efdb-4810-8c2e-08515585eb03,Flat in Thane,1 bed,"₹2,226 per night",4.53 (15)
135,https://www.airbnb.co.in/rooms/920947559440982316?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_ZDj9ba4hO8UiPwrN&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Home in Mumbai,1 bed,"₹749 per night, originally ₹913",New
136,https://www.airbnb.co.in/rooms/604679518316151434?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_d01qVYIxLYBSRyFN&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Flat in Pune,2 beds,"₹1,706 per night",5.0 (12)
137,https://www.airbnb.co.in/rooms/927814443822316586?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_TvenTIGR4nGLwxIq&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Flat in Mumbai,2 beds,"₹6,005 per night, originally ₹7,305",New
138,https://www.airbnb.co.in/rooms/927278179590501177?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_BaZRn5CfwSxD0naW&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Flat in Mumbai,1 bed,"₹5,934 per night, originally ₹7,234",New
139,https://www.airbnb.co.in/rooms/14579421?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_E1BwtEgfRf23CqIM&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Room in Mumbai,Stay with Ashish,", ",4.62 (13)
140,https://www.airbnb.co.in/rooms/791966470246458097?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_JGGT3KXCwPIclJ4O&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Flat in Mumbai,4 single beds,"₹9,272 per night",4.63 (8)
141,https://www.airbnb.co.in/rooms/923770203922282968?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_2ykAYgol3YBdJ6Kq&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Hotel in Mumbai,1 bed,"₹2,465 per night, originally ₹3,005",New
142,https://www.airbnb.co.in/rooms/41952960?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_XmsXxgOog0%2BCvzvh&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Room in Mumbai,Stay with Pranay,", ",4.94 (16)
143,https://www.airbnb.co.in/rooms/1489786?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_j%2F0ntxiXKmukryrt&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Room in Mumbai,Stay with Mahesh,", ",4.69 (67)
144,https://www.airbnb.co.in/rooms/925936999397693511?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_850%2FLlfb8URGqutH&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Flat in Mumbai,7 beds,"₹6,391 per night, originally ₹7,791",New
145,https://www.airbnb.co.in/rooms/728016226861592126?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_B1ysdJVKpZAHT%2Flx&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Apartment in Alibag,2 queen beds,"₹9,129 per night, originally ₹10,078",4.69 (13)
146,https://www.airbnb.co.in/rooms/928053653303762001?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_2Xd7TJwdCoiSX%2F2x&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Hotel in Mumbai,1 bed,"₹2,830 per night, originally ₹3,450",New
147,https://www.airbnb.co.in/rooms/917101207112250112?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579155_JaZRzyQFuHqLir33&previous_page_section_name=1000&federated_search_id=c5fdd5da-0155-45a3-9ea5-ce10bd8d220b,Hotel in Mumbai,19 beds,"₹4,108 per night, originally ₹5,008",New
148,https://www.airbnb.co.in/rooms/33601107?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_lyx7iQte2BbYa8It&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Hotel in Alibag,1 double bed,"₹2,530 per night",4.6 (156)
149,https://www.airbnb.co.in/rooms/1489786?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_1G6T%2F7yZrSgDvSU0&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Room in Mumbai,Stay with Mahesh,", ",4.69 (67)
150,https://www.airbnb.co.in/rooms/551078384712623634?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_%2F4ALcLbqXK%2FB78VM&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Hotel in Dhokshet,1 bed,"₹960 per night, originally ₹1,354",4.0 (13)
151,https://www.airbnb.co.in/rooms/911406596081005085?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_xU9TNlFTUlD2CTTO&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Hotel in Mumbai,3 beds,"₹2,887 per night",New
152,https://www.airbnb.co.in/rooms/925145597643196651?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_lgssUAOTC5sN%2BcTP&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Hotel in Mira Bhayandar,1 bed,"₹3,378 per night, originally ₹4,118",New
153,https://www.airbnb.co.in/rooms/14579421?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_bHvrhl6hdVpppnYu&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Room in Mumbai,Stay with Ashish,", ",4.62 (13)
154,https://www.airbnb.co.in/rooms/925155906202802658?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_8Q3TYZAbabhdGinG&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Hotel in Mira Bhayandar,1 bed,"₹2,739 per night, originally ₹3,339",New
155,https://www.airbnb.co.in/rooms/768471122452561074?category_tag=Tag%3A8678&enable_m3_private_room=true&check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_6if5OrBq4WucVUFC&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Room in Mumbai,Stay with Sarabjit,"₹3,423 per night",New
156,https://www.airbnb.co.in/rooms/836130324503721129?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_7s6VLwWFfMWly1O0&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Flat in Navi Mumbai,1 bed,"₹1,370 per night",4.5 (4)
157,https://www.airbnb.co.in/rooms/924282975947483708?check_in=2023-07-05&check_out=2023-07-07&source_impression_id=p3_1688579157_cIqLFWihGonNuaiu&previous_page_section_name=1000&federated_search_id=d0867266-2a35-4be3-90e3-e21b7c440a61,Shared room in Pune,1 bed,"₹750 per night, originally ₹914",New
